CUSTOMER_ID,CUSTOMER_KEY,CUSTOMER_TITLE,CITY_NAME,STATE_NAME,DISTRICT_NAME,COUNTRY_NAME,POSTAL_CODE,CUSTOMER_TYPE,CUSTOMER_GENDER,CUSTOMER_DATE_OF_BIRTH,CUSTOMER_BUS_REG_NO,CUSTOMER_BUS_REG_NO_FLG,CUSTOMER_MARITAL_STATUS,CUSTOMER_PROFESSION,IS_CUSTOMER_MINOR,CUSTOMER_PRIMARY_SOL_ID,CUSTOMER_HEALTH_CODE,CUSTOMER_CATEGORY,CUST_TYPE_KEY,CUST_GRP_KEY,CUST_CONST_KEY,CUSTOMER_RISK_GRADE,CUST_FIRST_ACCT_DATE,IS_EMPLOYEE,CUSTOMER_COUNTRY_CODE,CUSTOMER_DELETE_FLAG,CUSTOMER_FAMILY_KEY,LAST_UPDATE_DATE,SMS_ALERTZ_STATUS,SMS_ALERTZ_INIT_SOL,SMS_ALERTZ_SERVICE_PROVIDER,Z_RELOAD_STATUS,VISHWA_STATUS,CREDIT_CARD_ACCOUNT_NUMBER_FLG,DEBIT_CARD_NUMBER_FLG
300317713,2775,Ms,Balangoda,Sabaragamuwa,Ratnapura,Sri Lanka,48604,Individual,Female,1989/12/23,N/APPLICABLE,N,Single,Programmer III,N,046,,Normal,22,33,477,Not Updated,26.162.173.100,No,LK,Active,192.50.148.182,2018/10/06,Not Registered,053,No Provider,N/A,N/A,N,N
300317722,2778,Rev,Hambantota,Southern,Hambantota,Sri Lanka,33064,Individual,Female,1998/02/13,N/APPLICABLE,N,Single,Assistant Manager,N,012,,Normal,22,487,477,Not Updated,169.119.64.226,No,LK,Active,110.42.187.186,2019/01/30,Active,049,Dialog,N/A,RETAIL-12022019,N,Y
300317731,2775,Mr,Tangalle,Southern,Hambantota,Sri Lanka,40233,Individual,Female,1981/02/22,N/APPLICABLE,N,Married,Human Resources Manager,N,096,B+,Normal,22,487,477,Not Updated,120.92.128.235,No,LK,Active,132.129.149.21,2018/09/14,Active,083,Dialog,N/A,RETAIL-12022019,N,N
300317740,2776,Mr,Moneragala,Uva,Moneragala,Sri Lanka,5609,Individual,Female,1987/01/27,N/APPLICABLE,N,Married,Senior Quality Engineer,N,117,,Normal,22,34,477,Not Updated,229.235.121.73,No,LK,Active,239.216.126.123,2019/03/18,Not Registered,082,No Provider,N/A,N/A,N,Y
300317749,2779,Dr,Gampaha,Western,Gampaha,Sri Lanka,36134,Individual,Male,1974/09/03,N/APPLICABLE,N,Single,Nurse Practicioner,N,047,,Normal,22,34,477,Not Updated,171.74.223.12,No,LK,Active,95.28.104.233,2018/12/28,Active,054,Dialog,N/A,RETAIL-12022019,N,N
300317758,2776,Dr,Horana,Western,Kalutara,Sri Lanka,43268,Individual,Female,1990/12/30,N/APPLICABLE,N,,Programmer Analyst I,N,013,,Normal,22,34,477,Not Updated,30.104.223.144,No,LK,Active,208.215.178.124,2019/03/12,Active,050,Dialog,N/A,RETAIL-12022019,N,Y
300317767,2777,Mrs,Wattegama,Uva,Moneragala,Sri Lanka,95210,Individual,Male,1999/10/26,N/APPLICABLE,N,Married,General Manager,N,097,,Normal,22,488,477,Not Updated,1.252.3.81,No,LK,Active,232.76.249.134,2018/11/20,Not Registered,084,No Provider,N/A,N/A,N,N
300317776,2780,Dr,Minuwangoda,Western,Gampaha,Sri Lanka,38114,Individual,Male,1978/02/04,N/APPLICABLE,N,Single,Product Engineer,N,118,A+,Normal,22,488,477,Not Updated,31.19.222.29,No,LK,Active,128.249.28.151,2019/02/04,Active,083,Dialog,N/A,RETAIL-12022019,N,Y
300317785,2777,Ms,Bandarawela,Uva,Badulla,Sri Lanka,72204,Individual,Male,1980/11/15,N/APPLICABLE,N,Single,Geologist III,N,048,C+,Normal,22,34,477,Not Updated,162.245.246.138,No,LK,Active,85.179.251.229,2018/10/04,Active,055,Dialog,N/A,RETAIL-12022019,N,N
300317794,2778,Dr,Kuliyapitiya,North Western,Kurunegala,Sri Lanka,23605,Individual,Male,1993/05/18,N/APPLICABLE,N,Married,Help Desk Technician,N,041,B+,Normal,22,34,477,Not Updated,245.140.78.53,No,LK,Active,76.140.171.104,2019/02/19,Active,051,Dialog,N/A,RETAIL-12022019,N,Y
300317803,2781,Rev,Haputale,Uva,Badulla,Sri Lanka,10110,Individual,Male,1993/03/01,N/APPLICABLE,N,Married,VP Sales,N,007,,Normal,22,34,477,Not Updated,149.76.160.140,No,LK,Active,55.214.34.238,2018/04/06,Not Registered,085,No Provider,N/A,N/A,N,N
300317812,2778,Honorable,Talawakele,Central,Nuwara Eliya,Sri Lanka,32885,Individual,Female,1978/07/26,N/APPLICABLE,N,Single,Senior Editor,N,091,,Normal,22,488,477,Not Updated,55.243.126.6,No,LK,Active,16.185.104.3,2019/02/09,Active,084,Dialog,N/A,RETAIL-12022019,N,N
300317821,2779,Mr,Harispattuwa,Central,Kandy,Sri Lanka,92612,Individual,Female,1997/11/16,N/APPLICABLE,N,,Senior Cost Accountant,N,112,B+,Normal,22,488,477,Not Updated,171.62.6.186,No,LK,Active,112.15.69.189,2018/08/08,Active,056,Dialog,N/A,RETAIL-12022019,N,N
300317830,2782,Mrs,Kadugannawa,Central,Kandy,Sri Lanka,59105,Individual,Female,1974/09/12,N/APPLICABLE,N,Married,Account Representative IV,N,042,,Normal,22,35,477,Not Updated,237.241.77.203,No,LK,Active,228.73.117.17,2018/10/23,Not Registered,052,No Provider,N/A,N/A,N,Y
300317839,2779,Mr,Embilipitiya,Sabaragamuwa,Ratnapura,Sri Lanka,62705,Individual,Female,1989/06/26,N/APPLICABLE,N,Single,Account Executive,N,008,,Normal,22,35,477,Not Updated,189.205.209.155,No,LK,Active,43.212.140.93,2019/01/21,Active,086,Dialog,N/A,RETAIL-12022019,N,Y
300317848,2780,Dr,,,,,94975,Individual,Female,1991/10/11,N/APPLICABLE,N,Single,Human Resources Manager,N,092,,Normal,22,35,53,Not Updated,108.130.222.154,No,LK,Active,65.153.252.164,2018/07/24,Active,085,Dialog,N/A,RETAIL-12022019,N,Y
300317857,2783,Mr,,,,,73109,Individual,Male,1995/02/20,N/APPLICABLE,N,,Pharmacist,N,113,,Normal,22,489,53,Not Updated,207.150.123.7,No,LK,Active,52.0.151.96,2018/11/01,Not Registered,057,No Provider,N/A,N/A,N,N
300317866,2780,Honorable,Colombo,Western,Colombo,Sri Lanka,6816,Individual,Male,1974/08/23,N/APPLICABLE,N,Single,VP Marketing,N,043,A+,Normal,22,489,53,Not Updated,119.232.177.122,No,LK,Active,177.77.19.237,2018/11/30,Active,053,Dialog,N/A,RETAIL-12022019,N,Y
300317875,2781,Mrs,Dehiwala-Mount Lavinia,Western,Colombo,Sri Lanka,16107,Individual,Male,1983/01/25,N/APPLICABLE,N,,Software Test Engineer III,N,009,C+,Normal,22,35,53,Not Updated,61.248.246.226,No,LK,Active,125.211.63.38,2018/11/01,Active,087,Dialog,N/A,RETAIL-12022019,N,N
300317884,2784,Rev,Moratuwa,Western,Colombo,Sri Lanka,68510,Individual,Female,1974/12/11,N/APPLICABLE,N,Married,Programmer Analyst III,N,093,B+,Normal,22,35,53,Not Updated,210.93.172.133,No,LK,Active,48.55.122.54,2019/02/23,Not Registered,086,No Provider,N/A,N/A,N,Y
300317893,2781,Ms,Sri Jayawardenapura Kotte,Western,Colombo,Sri Lanka,14276,Individual,Male,1976/01/08,N/APPLICABLE,N,Single,VP Quality Control,N,114,,Normal,22,35,53,Not Updated,126.173.47.251,No,LK,Active,12.242.46.7,2018/06/01,Active,058,Dialog,N/A,RETAIL-12022019,N,N
300317902,2775,Dr,Negombo,Western,Gampaha,Sri Lanka,90025,Individual,Male,1978/05/19,N/APPLICABLE,N,Single,Product Engineer,N,044,,Normal,22,489,53,Not Updated,230.137.221.105,No,LK,Active,163.160.0.74,2018/04/18,Active,054,Dialog,N/A,RETAIL-12022019,N,Y
300317911,2776,Ms,Kandy,Central,Kandy,Sri Lanka,73104,Individual,Male,1987/08/14,N/APPLICABLE,N,Married,Business Systems Development Analyst,N,010,B+,Normal,22,489,53,Not Updated,61.143.176.205,No,LK,Active,46.103.122.189,2018/08/07,Not Registered,088,No Provider,N/A,N/A,N,N
300317920,2779,Rev,Kalmunai,Eastern,Ampara,Sri Lanka,71914,Individual,Female,1972/11/03,N/APPLICABLE,N,Married,Administrative Assistant IV,N,094,C+,Normal,22,36,53,Not Updated,110.148.132.29,No,LK,Active,186.118.45.118,2019/01/24,Active,087,Dialog,N/A,RETAIL-12022019,N,Y
300317929,2776,Mrs,,,,,53726,Individual,Male,1994/01/28,N/APPLICABLE,N,Single,Business Systems Development Analyst,N,115,B+,Normal,22,36,53,Not Updated,30.225.66.21,No,LK,Active,124.138.90.63,2018/08/06,Active,059,Dialog,N/A,RETAIL-12022019,N,N
300317938,2777,Mr,,,,,10045,Individual,Female,1997/06/06,N/APPLICABLE,N,,Staff Accountant III,N,042,,Normal,22,36,53,Not Updated,227.133.191.193,No,LK,Active,176.205.176.157,2018/09/21,Not Registered,055,No Provider,N/A,N/A,N,Y
300317947,2780,Mr,Vavuniya,Northern,Vavuniya,Sri Lanka,10155,Individual,Male,1999/06/06,N/APPLICABLE,N,Married,Payment Adjustment Coordinator,N,008,,Normal,22,490,53,Not Updated,152.3.243.94,No,LK,Active,232.205.157.147,2018/08/22,Active,089,Dialog,N/A,RETAIL-12022019,N,N
300317956,2777,Dr,Galle,Southern,Galle,Sri Lanka,62205,Individual,Female,1991/09/19,N/APPLICABLE,N,Single,Sales Associate,N,092,B+,Normal,22,490,53,Not Updated,184.96.213.187,No,LK,Active,114.40.177.146,2018/12/20,Active,088,Dialog,N/A,RETAIL-12022019,N,N
300317965,2778,Mrs,Trincomalee,Eastern,Trincomalee,Sri Lanka,79923,Individual,Male,1997/09/27,N/APPLICABLE,N,Single,Desktop Support Technician,N,113,,Normal,22,36,53,Not Updated,113.221.5.185,No,LK,Active,47.207.50.100,2018/07/09,Not Registered,060,No Provider,N/A,N/A,N,N
300317974,2781,Dr,Batticaloa,Eastern,Batticaloa,Sri Lanka,40293,Individual,Female,1983/08/16,N/APPLICABLE,N,Married,Systems Administrator I,N,043,,Normal,22,36,53,Not Updated,216.12.206.195,No,LK,Active,101.201.224.32,2018/08/19,Active,056,Dialog,N/A,RETAIL-12022019,N,Y
300317983,2778,Mrs,Jaffna,Northern,Jaffna,Sri Lanka,50310,Individual,Female,1977/03/26,N/APPLICABLE,N,Married,Occupational Therapist,N,009,,Normal,22,36,53,Not Updated,8.55.165.149,No,LK,Active,73.43.61.55,2018/12/08,Active,090,Dialog,N/A,RETAIL-12022019,N,Y
300317992,2779,Mrs,Katunayake,Western,Gampaha,Sri Lanka,29905,Individual,Male,1974/10/23,N/APPLICABLE,N,Single,Nurse,N,093,,Normal,22,490,53,Not Updated,214.37.176.69,No,LK,Active,123.227.166.103,2018/04/29,Not Registered,089,No Provider,N/A,N/A,N,Y
300318001,2782,Ms,Dambulla,Central,Matale,Sri Lanka,85311,Individual,Female,1978/08/25,N/APPLICABLE,N,Single,Nuclear Power Engineer,N,114,A+,Normal,22,490,53,Not Updated,172.90.89.231,No,LK,Active,156.143.85.33,2018/07/03,Active,061,Dialog,N/A,RETAIL-12022019,N,N
300318010,2779,Honorable,Kolonnawa,Western,Colombo,Sri Lanka,73109,Individual,Male,1975/09/12,N/APPLICABLE,N,,Electrical Engineer,N,044,C+,Normal,22,37,53,Not Updated,26.187.34.137,No,LK,Active,14.54.103.62,2018/04/14,Active,057,Dialog,N/A,RETAIL-12022019,N,Y
300318019,2780,Mrs,Anuradhapura,North Central,Anuradhapura,Sri Lanka,30130,Individual,Female,1990/05/27,N/APPLICABLE,N,Married,Systems Administrator II,N,010,B+,Normal,22,37,53,Not Updated,150.3.119.192,No,LK,Active,252.126.73.118,2019/01/13,Not Registered,091,No Provider,N/A,N/A,N,N
300318028,2783,Honorable,Ratnapura,Sabaragamuwa,Ratnapura,Sri Lanka,1114,Individual,Female,1991/03/30,N/APPLICABLE,N,Single,Internal Auditor,N,094,,Normal,22,37,53,Not Updated,120.227.211.76,No,LK,Active,31.29.64.167,2018/10/10,Active,090,Dialog,N/A,RETAIL-12022019,N,Y
300318037,2780,Ms,Badulla,Uva,Badulla,Sri Lanka,30022,Individual,Male,1979/03/12,N/APPLICABLE,N,Single,Paralegal,N,115,,Normal,22,491,53,Not Updated,23.111.62.146,No,LK,Active,67.73.14.87,2018/05/29,Active,062,Dialog,N/A,RETAIL-12022019,N,N
300318046,2781,Rev,Matara,Southern,Matara,Sri Lanka,12325,Individual,Male,1971/12/28,N/APPLICABLE,N,Married,Pharmacist,N,045,B+,Normal,22,491,53,Not Updated,191.119.201.36,No,LK,Active,230.177.170.31,2018/04/18,Not Registered,058,No Provider,N/A,N/A,N,Y
300318055,2784,Ms,Puttalam,North Western,Puttalam,Sri Lanka,20073,Individual,Female,1971/06/05,N/APPLICABLE,N,Married,Pharmacist,N,011,,Normal,22,37,53,Not Updated,165.178.128.17,No,LK,Active,192.38.64.240,2019/01/21,Active,092,Dialog,N/A,RETAIL-12022019,N,N
300318064,2781,Mr,Chavakacheri,Northern,Jaffna,Sri Lanka,96815,Individual,Male,1991/07/25,N/APPLICABLE,N,Single,Recruiting Manager,N,095,,Normal,22,37,53,Not Updated,172.229.164.241,No,LK,Active,204.110.74.189,2018/07/21,Active,091,Dialog,N/A,RETAIL-12022019,N,Y
300318073,2782,Rev,Kattankudy,Eastern,Batticaloa,Sri Lanka,38181,Individual,Male,1986/03/07,N/APPLICABLE,N,,Health Coach I,N,116,,Normal,22,37,53,Not Updated,159.138.10.54,No,LK,Active,175.167.189.85,2019/04/01,Not Registered,063,No Provider,N/A,N/A,N,N
300318082,2785,Mrs,Matale,Central,Matale,Sri Lanka,83727,Individual,Female,1997/05/04,N/APPLICABLE,N,Married,Electrical Engineer,N,043,,Normal,22,491,53,Not Updated,162.155.32.212,No,LK,Active,217.31.31.194,2018/12/18,Active,059,Dialog,N/A,RETAIL-12022019,N,Y
300318091,2782,Mr,Kalutara,Western,Kalutara,Sri Lanka,45020,Individual,Male,1974/10/28,N/APPLICABLE,N,Single,Speech Pathologist,N,009,A+,Normal,22,491,53,Not Updated,30.217.105.109,No,LK,Active,93.230.110.235,2018/06/25,Active,093,Dialog,N/A,RETAIL-12022019,N,N
300318100,2776,Ms,Mannar,Northern,Mannar,Sri Lanka,25726,Individual,Male,1983/07/24,N/APPLICABLE,N,Single,Geological Engineer,N,093,C+,Normal,22,38,53,Not Updated,168.28.234.141,No,LK,Active,117.216.217.207,2018/06/03,Not Registered,092,No Provider,N/A,N/A,N,N
300318109,2777,Dr,Panadura,Western,Kalutara,Sri Lanka,23220,Individual,Male,1995/09/13,N/APPLICABLE,N,Married,Geological Engineer,N,114,B+,Normal,22,38,53,Not Updated,85.34.217.184,No,LK,Active,165.120.116.5,2018/09/17,Active,064,Dialog,N/A,RETAIL-12022019,N,N
300318118,2780,Rev,Beruwala,Western,Kalutara,Sri Lanka,77260,Individual,Female,1980/03/14,N/APPLICABLE,N,Married,Marketing Manager,N,044,,Normal,22,38,53,Not Updated,212.137.4.25,No,LK,Active,117.251.209.69,2018/04/30,Active,060,Dialog,N/A,RETAIL-12022019,N,Y
300318127,2777,Honorable,Ja-Ela,Western,Gampaha,Sri Lanka,89505,Individual,Male,1983/10/08,N/APPLICABLE,N,Single,Quality Engineer,N,010,,Normal,22,492,53,Not Updated,123.234.245.65,No,LK,Active,74.221.252.110,2018/07/08,Active,094,Dialog,N/A,RETAIL-12022019,N,Y
300318136,2778,Honorable,Point Pedro,Northern,Jaffna,Sri Lanka,92127,Individual,Male,1991/07/17,N/APPLICABLE,N,,Associate Professor,N,094,B+,Normal,22,492,477,Not Updated,182.220.110.110,No,LK,Active,11.230.138.20,2019/03/08,Not Registered,093,No Provider,N/A,N/A,N,Y
300318145,2781,Ms,Kelaniya,Western,Gampaha,Sri Lanka,10454,Individual,Female,1984/05/08,N/APPLICABLE,N,Married,Database Administrator III,N,115,C+,Normal,22,38,477,Not Updated,116.205.13.93,No,LK,Active,214.209.184.49,2019/02/01,Active,065,Dialog,N/A,RETAIL-12022019,N,N
300318154,2778,Dr,Peliyagoda,Western,Gampaha,Sri Lanka,6825,Individual,Female,1994/06/10,N/APPLICABLE,N,Single,General Manager,N,045,B+,Normal,22,38,477,Not Updated,125.97.212.99,No,LK,Active,141.233.16.84,2019/03/26,Active,061,Dialog,N/A,RETAIL-12022019,N,Y
300318163,2779,Mrs,Kurunegala,North Western,Kurunegala,Sri Lanka,20892,Individual,Female,1991/03/14,N/APPLICABLE,N,Single,Human Resources Manager,N,011,,Normal,22,38,477,Not Updated,232.6.20.211,No,LK,Active,20.105.223.143,2018/09/09,Not Registered,095,No Provider,N/A,N/A,N,N
300318172,2782,Rev,Wattala,Western,Gampaha,Sri Lanka,15286,Individual,Male,1981/07/08,N/APPLICABLE,N,Married,Environmental Tech,N,095,,Normal,22,492,477,Not Updated,194.23.163.142,No,LK,Active,59.55.145.251,2018/11/12,Active,094,Dialog,N/A,RETAIL-12022019,N,Y
300318181,2779,Mrs,Gampola,Central,Kandy,Sri Lanka,76162,Individual,Male,1983/10/02,N/APPLICABLE,N,Married,Automation Specialist I,N,116,B+,Normal,22,492,477,Not Updated,247.19.39.192,No,LK,Active,226.253.162.144,2019/01/21,Active,066,Dialog,N/A,RETAIL-12022019,N,N
300318190,2780,Mr,Nuwara Eliya,Central,Nuwara Eliya,Sri Lanka,28210,Individual,Male,1986/04/05,N/APPLICABLE,N,Single,Electrical Engineer,N,046,,Normal,22,39,477,Not Updated,110.153.45.180,No,LK,Active,234.180.225.104,2018/04/21,Not Registered,062,No Provider,N/A,N/A,N,Y
300318199,2783,Dr,Valvettithurai,Northern,Jaffna,Sri Lanka,12227,Individual,Female,1979/07/18,N/APPLICABLE,N,,Senior Developer,N,012,,Normal,22,39,477,Not Updated,107.33.123.75,No,LK,Active,13.55.252.151,2018/08/08,Active,096,Dialog,N/A,RETAIL-12022019,N,N
300318208,2780,Mr,Chilaw,North Western,Puttalam,Sri Lanka,35242,Individual,Female,1976/07/12,N/APPLICABLE,N,Married,Help Desk Technician,N,096,,Normal,22,39,477,Not Updated,11.161.113.129,No,LK,Active,205.218.162.175,2019/03/18,Active,095,Dialog,N/A,RETAIL-12022019,N,Y
300318217,2781,Ms,Eravur,Eastern,Batticaloa,Sri Lanka,80638,Individual,Male,1982/05/23,N/APPLICABLE,N,Single,Pharmacist,N,117,,Normal,22,493,477,Not Updated,62.25.87.7,No,LK,Active,11.245.72.147,2018/12/17,Not Registered,067,No Provider,N/A,N/A,N,N
300318226,2784,Mrs,Avissawella,Western,Colombo,Sri Lanka,10705,Individual,Male,1998/11/10,N/APPLICABLE,N,Single,Nurse,N,044,A+,Normal,22,493,477,Not Updated,218.191.148.85,No,LK,Active,26.52.249.102,2019/03/06,Active,063,Dialog,N/A,RETAIL-12022019,N,Y
300318235,2781,Ms,Weligama,Southern,Matara,Sri Lanka,22119,Individual,Male,1989/11/23,N/APPLICABLE,N,,Health Coach II,N,010,C+,Normal,22,39,477,Not Updated,15.23.144.32,No,LK,Active,130.1.204.225,2018/12/09,Active,097,Dialog,N/A,RETAIL-12022019,N,N
300318244,2782,Honorable,Ambalangoda,Southern,Galle,Sri Lanka,15134,Individual,Male,1975/06/17,N/APPLICABLE,N,Married,Legal Assistant,N,094,B+,Normal,22,39,477,Not Updated,80.92.9.187,No,LK,Active,188.240.194.4,2018/04/12,Not Registered,096,No Provider,N/A,N/A,N,N
300318253,2785,Rev,Ampara,Eastern,Ampara,Sri Lanka,15286,Individual,Male,1984/05/18,N/APPLICABLE,N,Single,Librarian,N,115,,Normal,22,39,477,Not Updated,72.149.90.191,No,LK,Active,59.12.209.231,2018/07/13,Active,068,Dialog,N/A,RETAIL-12022019,N,N
300318262,2782,Honorable,Kegalle,Sabaragamuwa,Kegalle,Sri Lanka,60681,Individual,Male,1994/12/26,N/APPLICABLE,N,Single,Environmental Tech,N,045,,Normal,22,493,477,Not Updated,200.55.45.198,No,LK,Active,170.254.130.103,2019/02/13,Active,064,Dialog,N/A,RETAIL-12022019,N,Y
300318271,2783,Mr,Hatton,Central,Nuwara Eliya,Sri Lanka,97286,Individual,Male,1992/04/09,N/APPLICABLE,N,Married,Nurse Practicioner,N,011,B+,Normal,22,493,477,Not Updated,192.173.55.56,No,LK,Active,142.102.159.146,2018/07/01,Not Registered,098,No Provider,N/A,N/A,N,Y
300318280,2786,Rev,Nawalapitiya,Central,Kandy,Sri Lanka,10019,Individual,Male,1972/12/28,N/APPLICABLE,N,Married,Quality Control Specialist,N,095,,Normal,22,40,53,Not Updated,195.11.31.166,No,LK,Active,139.113.146.113,2018/08/13,Active,097,Dialog,N/A,RETAIL-12022019,N,Y
300318289,2783,Rev,Balangoda,Sabaragamuwa,Ratnapura,Sri Lanka,48126,Individual,Female,1988/06/02,N/APPLICABLE,N,Single,Dental Hygienist,N,116,,Normal,22,40,53,Not Updated,188.79.141.193,No,LK,Active,220.234.164.51,2018/09/25,Active,069,Dialog,N/A,RETAIL-12022019,N,N
300318298,2777,Ms,Hambantota,Southern,Hambantota,Sri Lanka,34102,Individual,Male,1971/07/12,N/APPLICABLE,N,,Nurse Practicioner,N,046,,Normal,22,40,53,Not Updated,226.63.41.18,No,LK,Active,18.219.113.65,2018/10/14,Not Registered,065,No Provider,N/A,N/A,N,Y
300318307,2778,Mr,Tangalle,Southern,Hambantota,Sri Lanka,32230,Individual,Male,1986/01/03,N/APPLICABLE,N,Married,Social Worker,N,012,,Normal,22,494,53,Not Updated,230.94.32.43,No,LK,Active,245.77.219.207,2018/08/08,Active,099,Dialog,N/A,RETAIL-12022019,N,N
300318316,2781,Honorable,Moneragala,Uva,Moneragala,Sri Lanka,48092,Individual,Male,1992/04/01,N/APPLICABLE,N,Single,Recruiting Manager,N,096,A+,Normal,22,494,53,Not Updated,162.44.173.60,No,LK,Active,80.94.34.241,2018/12/15,Active,098,Dialog,N/A,RETAIL-12022019,N,Y
300318325,2778,Ms,Gampaha,Western,Gampaha,Sri Lanka,6105,Individual,Female,1986/07/23,N/APPLICABLE,N,Single,Senior Cost Accountant,N,117,C+,Normal,22,40,53,Not Updated,152.9.36.77,No,LK,Active,9.115.198.146,2018/06/17,Not Registered,070,No Provider,N/A,N/A,N,N
300318334,2779,Rev,Horana,Western,Kalutara,Sri Lanka,20167,Individual,Male,1993/04/11,N/APPLICABLE,N,Married,Tax Accountant,N,047,B+,Normal,22,40,53,Not Updated,180.166.208.157,No,LK,Active,253.137.248.135,2018/11/21,Active,066,Dialog,N/A,RETAIL-12022019,N,Y
300318343,2782,Dr,Wattegama,Uva,Moneragala,Sri Lanka,11355,Individual,Female,1987/08/04,N/APPLICABLE,N,Married,Help Desk Operator,N,013,,Normal,22,40,53,Not Updated,55.196.21.162,No,LK,Active,17.194.63.145,2019/03/16,Active,100,Dialog,N/A,RETAIL-12022019,N,N
300318352,2779,Dr,Minuwangoda,Western,Gampaha,Sri Lanka,64193,Individual,Female,1990/10/15,N/APPLICABLE,N,Single,Tax Accountant,N,097,,Normal,22,494,53,Not Updated,95.170.139.243,No,LK,Active,184.111.64.99,2018/08/09,Not Registered,099,No Provider,N/A,N/A,N,Y
300318361,2780,Mr,Bandarawela,Uva,Badulla,Sri Lanka,68134,Individual,Male,1999/04/22,N/APPLICABLE,N,,Marketing Manager,N,118,B+,Normal,22,494,53,Not Updated,238.92.14.63,No,LK,Active,226.209.224.52,2018/09/26,Active,071,Dialog,N/A,RETAIL-12022019,N,N
300318370,2783,Dr,Kuliyapitiya,North Western,Kurunegala,Sri Lanka,32225,Individual,Female,1996/11/06,N/APPLICABLE,N,Married,Web Developer I,N,045,C+,Normal,22,41,53,Not Updated,121.241.223.79,No,LK,Active,17.144.153.186,2018/10/14,Active,067,Dialog,N/A,RETAIL-12022019,N,Y
300318379,2780,Dr,Haputale,Uva,Badulla,Sri Lanka,6912,Individual,Female,1997/06/28,N/APPLICABLE,N,Single,Professor,N,011,B+,Normal,22,41,53,Not Updated,181.66.220.50,No,LK,Active,135.147.128.51,2019/01/26,Not Registered,101,No Provider,N/A,N/A,N,N
300318388,2781,Dr,Talawakele,Central,Nuwara Eliya,Sri Lanka,79159,Individual,Female,1992/04/29,N/APPLICABLE,N,Single,Office Assistant I,N,095,,Normal,22,41,53,Not Updated,40.238.255.15,No,LK,Active,223.193.153.171,2018/04/05,Active,100,Dialog,N/A,RETAIL-12022019,N,N
300318397,2784,Mrs,Harispattuwa,Central,Kandy,Sri Lanka,20851,Individual,Male,1999/07/22,N/APPLICABLE,N,Married,Quality Engineer,N,116,,Normal,22,495,53,Not Updated,127.163.231.109,No,LK,Active,225.169.18.52,2018/12/30,Active,072,Dialog,N/A,RETAIL-12022019,N,N
300318406,2781,Rev,Kadugannawa,Central,Kandy,Sri Lanka,89012,Individual,Female,1983/03/01,N/APPLICABLE,N,Married,Account Representative II,N,046,B+,Normal,22,495,53,Not Updated,60.172.109.201,No,LK,Active,116.228.24.188,2018/05/07,Not Registered,068,No Provider,N/A,N/A,N,Y
300318415,2782,Mr,Embilipitiya,Sabaragamuwa,Ratnapura,Sri Lanka,32209,Individual,Female,1974/03/28,N/APPLICABLE,N,Single,Marketing Assistant,N,012,,Normal,22,41,53,Not Updated,206.79.116.129,No,LK,Active,54.55.4.134,2018/05/21,Active,102,Dialog,N/A,RETAIL-12022019,N,Y
300318424,2785,Dr,,,,,62205,Individual,Male,1990/06/21,N/APPLICABLE,N,,Nuclear Power Engineer,N,096,,Normal,22,41,53,Not Updated,208.101.19.217,No,LK,Active,176.109.110.163,2018/12/22,Active,101,Dialog,N/A,RETAIL-12022019,N,Y
300318433,2782,Ms,,,,,77025,Individual,Female,1976/08/09,N/APPLICABLE,N,Married,Project Manager,N,117,,Normal,22,41,53,Not Updated,237.180.24.103,No,LK,Active,238.127.90.73,2018/08/20,Not Registered,073,No Provider,N/A,N/A,N,N
300318442,2783,Mrs,Colombo,Western,Colombo,Sri Lanka,10459,Individual,Female,1984/07/10,N/APPLICABLE,N,Single,Internal Auditor,N,047,,Normal,22,495,53,Not Updated,164.115.60.224,No,LK,Active,10.5.79.93,2018/04/27,Active,069,Dialog,N/A,RETAIL-12022019,N,Y
300318451,2786,Ms,Dehiwala-Mount Lavinia,Western,Colombo,Sri Lanka,21216,Individual,Male,1975/12/30,N/APPLICABLE,N,Single,Design Engineer,N,013,A+,Normal,22,495,53,Not Updated,91.25.135.115,No,LK,Active,62.74.21.39,2018/08/02,Active,103,Dialog,N/A,RETAIL-12022019,N,N
300318460,2783,Honorable,Moratuwa,Western,Colombo,Sri Lanka,20456,Individual,Male,1996/11/13,N/APPLICABLE,N,,Community Outreach Specialist,N,097,C+,Normal,22,42,53,Not Updated,20.21.24.56,No,LK,Active,174.90.135.16,2018/05/14,Active,102,Dialog,N/A,RETAIL-12022019,N,Y
300318469,2784,Honorable,Sri Jayawardenapura Kotte,Western,Colombo,Sri Lanka,38119,Individual,Female,1989/05/07,N/APPLICABLE,N,Married,Nuclear Power Engineer,N,118,B+,Normal,22,42,53,Not Updated,78.112.216.20,No,LK,Active,77.25.245.150,2019/01/28,Not Registered,074,No Provider,N/A,N/A,N,N
300318478,2787,Rev,Negombo,Western,Gampaha,Sri Lanka,92415,Individual,Male,1989/04/22,N/APPLICABLE,N,Single,Staff Accountant III,N,048,,Normal,22,42,53,Not Updated,121.187.149.72,No,LK,Active,7.188.76.200,2019/03/27,Active,070,Dialog,N/A,RETAIL-12022019,N,Y
